cuenta_id,nombre,tipo,edad,saldo_inicial,tasa_mensual,interes,saldo_final,anomalia,observacion
131,Alice Brown,ahorro,45,7000.00,0.00500,35.00,7035.00,NO,
131,Diana Prince,hipoteca,45,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
132,John Doe,prestamo,45,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
132,Bob Johnson,ahorro,25,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
132,John Doe,hipoteca,30,7000.00,0.00900,63.00,7063.00,NO,
132,Sin identificar,hipoteca,35,5000.00,0.00900,45.00,5045.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
132,Diana Prince,hipoteca,45,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
132,Steve Rogers,hipoteca,45,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
132,Sin identificar,hipoteca,30,10000.00,0.00900,90.00,10090.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
133,Alice Brown,hipoteca,35,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
133,Steve Rogers,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
133,Alice Brown,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
133,Jane Smith,ahorro,45,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
133,Alice Brown,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
133,Diana Prince,prestamo,40,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
133,Alice Brown,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
133,Steve Rogers,hipoteca,25,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
133,Jane Smith,prestamo,25,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
133,Steve Rogers,prestamo,25,10000.00,0.01500,150.00,10150.00,NO,
133,Steve Rogers,prestamo,45,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
133,Steve Rogers,prestamo,40,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Bob Johnson,prestamo,25,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Alice Brown,prestamo,30,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Bob Johnson,hipoteca,30,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Charlie Green,hipoteca,45,7000.00,0.00900,63.00,7063.00,NO,
134,Diana Prince,prestamo,40,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
134,Diana Prince,prestamo,35,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Sin identificar,ahorro,45,7000.00,0.00500,35.00,7035.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
134,Diana Prince,ahorro,30,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Bob Johnson,hipoteca,35,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
134,Charlie Green,prestamo,45,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
135,Diana Prince,prestamo,40,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
135,John Doe,prestamo,40,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
135,Sin identificar,ahorro,45,10000.00,0.00500,50.00,10050.00,SI,Titular sin identificar en el archivo legacy
135,Steve Rogers,ahorro,25,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
135,Bob Johnson,prestamo,30,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
135,Alice Brown,prestamo,45,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
136,Alice Brown,prestamo,25,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
136,John Doe,prestamo,35,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
136,Diana Prince,prestamo,40,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
136,Steve Rogers,hipoteca,40,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
136,Jane Smith,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
136,Alice Brown,hipoteca,35,8000.00,0.00900,72.00,8072.00,NO,
137,Jane Smith,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
137,Steve Rogers,ahorro,30,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
137,Charlie Green,hipoteca,40,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
137,Alice Brown,ahorro,40,7000.00,0.00500,35.00,7035.00,NO,
138,Jane Smith,ahorro,45,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
138,Diana Prince,ahorro,40,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
138,Jane Smith,prestamo,45,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
138,Alice Brown,ahorro,30,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
138,Jane Smith,prestamo,30,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
138,Alice Brown,prestamo,45,8000.00,0.01500,120.00,8120.00,SI,Titular repetido con los mismos datos en otra cuenta
139,Charlie Green,ahorro,40,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
139,John Doe,ahorro,35,10000.00,0.00500,50.00,10050.00,NO,
139,Jane Smith,hipoteca,45,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
140,Steve Rogers,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
140,Jane Smith,hipoteca,30,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
140,Alice Brown,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
140,Jane Smith,prestamo,25,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
140,Charlie Green,prestamo,30,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
140,Alice Brown,ahorro,25,5000.00,0.00500,25.00,5025.00,NO,
140,Sin identificar,hipoteca,40,12000.00,0.00900,108.00,12108.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
140,John Doe,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
140,Alice Brown,ahorro,40,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
140,John Doe,prestamo,30,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,Steve Rogers,ahorro,35,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,Jane Smith,prestamo,30,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,Bob Johnson,prestamo,40,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,Alice Brown,prestamo,25,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,Charlie Green,hipoteca,35,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,John Doe,ahorro,25,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,John Doe,prestamo,35,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
141,Bob Johnson,prestamo,30,8000.00,0.01500,120.00,8120.00,NO,
141,Steve Rogers,hipoteca,45,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
142,Alice Brown,ahorro,25,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
142,Jane Smith,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
142,Sin identificar,hipoteca,45,7000.00,0.00900,63.00,7063.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
142,Bob Johnson,ahorro,25,7000.00,0.00500,35.00,7035.00,NO,
143,Jane Smith,hipoteca,40,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
143,Alice Brown,ahorro,40,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
143,Steve Rogers,ahorro,30,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
143,Charlie Green,hipoteca,40,5000.00,0.00900,45.00,5045.00,NO,
143,John Doe,prestamo,35,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
143,Steve Rogers,prestamo,40,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
143,Bob Johnson,ahorro,30,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
144,Alice Brown,ahorro,45,10000.00,0.00500,50.00,10050.00,NO,
144,Alice Brown,ahorro,45,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
144,John Doe,ahorro,45,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
144,Alice Brown,hipoteca,30,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
145,John Doe,hipoteca,35,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
145,Bob Johnson,hipoteca,35,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
145,Diana Prince,prestamo,45,7000.00,0.01500,105.00,7105.00,NO,
145,Diana Prince,prestamo,35,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
145,Steve Rogers,ahorro,30,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
146,Bob Johnson,hipoteca,40,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
146,Sin identificar,hipoteca,25,12000.00,0.00900,108.00,12108.00,SI,Titular sin identificar en el archivo legacy
146,Charlie Green,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
146,Charlie Green,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
147,Charlie Green,prestamo,25,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
147,Alice Brown,ahorro,40,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
147,Steve Rogers,ahorro,30,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
147,Jane Smith,prestamo,25,12000.00,0.01500,180.00,12180.00,NO,
147,Diana Prince,hipoteca,45,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
148,Diana Prince,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
148,Jane Smith,ahorro,25,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
148,Bob Johnson,ahorro,30,7000.00,0.00500,35.00,7035.00,NO,
149,Steve Rogers,prestamo,25,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
149,Charlie Green,prestamo,40,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
149,Diana Prince,hipoteca,25,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
149,John Doe,ahorro,25,10000.00,0.00500,50.00,10050.00,NO,
149,Bob Johnson,ahorro,45,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
149,Bob Johnson,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
149,Steve Rogers,ahorro,25,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
149,Sin identificar,ahorro,40,8000.00,0.00500,40.00,8040.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
150,Charlie Green,prestamo,40,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
150,Steve Rogers,hipoteca,30,7000.00,0.00900,63.00,7063.00,NO,
150,Bob Johnson,ahorro,40,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
150,Alice Brown,ahorro,35,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
150,Bob Johnson,hipoteca,35,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
150,John Doe,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
150,Charlie Green,prestamo,45,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
150,Bob Johnson,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
