cuenta_id,nombre,saldo,edad,tipo
2000130,John Doe,,40,ahorro
2000130,Jane Smith,8000,25,prestamo
2000104,Bob Johnson,12000,30,prestamo
2000144,Steve Rogers,10000,,prestamo
2000120,Jane Smith,,25,prestamo
2000101,John Doe,10000,35,prestamo
2000102,Jane Smith,,150,hipoteca
2000145,Alice Brown,,100,hipoteca
2000136,Jane Smith,7000,40,ahorro
2000122,Alice Brown,10000,45,hipoteca
2000121,Diana Prince,7000,45,prestamo
2000134,Charlie Green,10000,45,prestamo
2000137,Jane Smith,8000,,-1
2000130,Alice Brown,,25,-1
2000116,Alice Brown,12000,40,unknown
2000133,Alice Brown,5000,35,hipoteca
2000126,Bob Johnson,,,ahorro
2000129,Jane Smith,10000,,-1
2000138,Unknown,10000,30,-1
2000148,Unknown,5000,100,ahorro
2000124,Steve Rogers,7000,,hipoteca
2000110,Alice Brown,7000,,-1
2000139,Jane Smith,,100,-1
2000107,Alice Brown,7000,100,prestamo
2000142,Steve Rogers,7000,30,-1
2000113,John Doe,,30,prestamo
2000107,Alice Brown,10000,40,-1
2000140,Charlie Green,5000,,prestamo
2000113,Alice Brown,7000,150,-1
2000114,Bob Johnson,7000,,-1
2000102,Bob Johnson,5000,150,hipoteca
2000138,Jane Smith,7000,45,prestamo
2000143,Charlie Green,,45,-1
2000103,Jane Smith,10000,100,-1
2000107,Alice Brown,7000,,hipoteca
2000112,Bob Johnson,10000,30,ahorro
2000107,Bob Johnson,,35,hipoteca
2000142,Steve Rogers,,25,ahorro
2000148,Charlie Green,8000,,ahorro
2000144,Bob Johnson,10000,,unknown
2000118,Diana Prince,7000,40,prestamo
2000114,Steve Rogers,10000,,unknown
2000103,Jane Smith,5000,,ahorro
2000150,Diana Prince,10000,25,-1
2000125,John Doe,,25,-1
2000150,Jane Smith,8000,150,hipoteca
2000123,John Doe,5000,35,unknown
2000120,John Doe,7000,30,prestamo
2000138,Bob Johnson,10000,30,-1
2000141,John Doe,12000,25,ahorro
2000113,Steve Rogers,7000,45,hipoteca
2000102,Charlie Green,12000,40,ahorro
2000137,Jane Smith,7000,150,ahorro
2000103,Diana Prince,10000,100,-1
2000136,Alice Brown,5000,25,prestamo
2000145,Steve Rogers,,100,-1
2000138,John Doe,10000,25,unknown
2000117,Diana Prince,12000,,hipoteca
2000131,Bob Johnson,10000,,-1
2000132,Unknown,12000,,prestamo
2000146,Bob Johnson,,30,-1
2000108,John Doe,8000,45,prestamo
2000112,Jane Smith,5000,40,unknown
2000119,Steve Rogers,5000,45,unknown
2000137,Alice Brown,8000,,-1
2000127,Charlie Green,7000,30,unknown
2000109,Unknown,,25,-1
2000118,John Doe,,40,hipoteca
2000121,John Doe,,25,ahorro
2000105,Bob Johnson,8000,40,ahorro
2000119,John Doe,8000,,ahorro
2000122,Bob Johnson,5000,40,ahorro
2000122,Diana Prince,7000,,ahorro
2000113,John Doe,12000,,ahorro
2000131,Bob Johnson,7000,35,-1
2000111,Steve Rogers,,,hipoteca
2000114,Diana Prince,,,ahorro
2000139,Charlie Green,5000,35,unknown
2000134,Bob Johnson,5000,25,prestamo
2000150,Alice Brown,7000,35,ahorro
2000103,John Doe,5000,,prestamo
2000108,Alice Brown,5000,30,unknown
2000140,Alice Brown,8000,40,ahorro
2000147,Charlie Green,7000,25,prestamo
2000110,Bob Johnson,7000,35,hipoteca
2000143,Charlie Green,10000,35,-1
2000137,Bob Johnson,5000,40,-1
2000124,John Doe,7000,,hipoteca
2000140,Alice Brown,5000,35,prestamo
2000112,Steve Rogers,8000,30,prestamo
2000102,Alice Brown,8000,45,prestamo
2000131,Diana Prince,5000,45,hipoteca
2000104,Steve Rogers,10000,25,prestamo
2000128,Diana Prince,,35,hipoteca
2000133,Alice Brown,,,hipoteca
2000138,Alice Brown,8000,45,prestamo
2000121,Bob Johnson,8000,35,hipoteca
2000130,John Doe,5000,25,prestamo
2000143,Diana Prince,,35,unknown
2000116,Diana Prince,,30,hipoteca
2000136,Diana Prince,5000,40,prestamo
2000105,Unknown,10000,45,prestamo
2000107,Alice Brown,10000,,hipoteca
2000135,Steve Rogers,12000,25,ahorro
2000126,John Doe,5000,45,ahorro
2000101,Alice Brown,8000,25,hipoteca
2000111,John Doe,,,ahorro
2000121,Steve Rogers,12000,30,-1
2000138,Alice Brown,12000,30,ahorro
2000116,Bob Johnson,,45,-1
2000101,John Doe,8000,30,hipoteca
2000133,John Doe,,25,ahorro
2000129,Diana Prince,8000,45,ahorro
2000138,Jane Smith,12000,30,prestamo
2000127,Diana Prince,7000,40,-1
2000137,Jane Smith,10000,45,hipoteca
2000115,Jane Smith,12000,45,-1
2000123,John Doe,5000,25,ahorro
2000109,Diana Prince,,,hipoteca
2000122,Charlie Green,10000,45,hipoteca
2000135,John Doe,10000,,-1
2000102,Jane Smith,5000,40,prestamo
2000110,Steve Rogers,,,hipoteca
2000112,Jane Smith,10000,,ahorro
2000132,Bob Johnson,10000,100,-1
2000104,Jane Smith,8000,,-1
2000120,Steve Rogers,,30,prestamo
2000126,Alice Brown,8000,,prestamo
2000124,Steve Rogers,,45,-1
2000127,Charlie Green,5000,150,ahorro
2000132,Diana Prince,8000,45,hipoteca
2000131,Jane Smith,10000,40,-1
2000123,Alice Brown,12000,35,hipoteca
2000134,John Doe,8000,40,-1
2000114,Steve Rogers,,45,unknown
2000111,Bob Johnson,,,prestamo
2000139,Charlie Green,10000,40,ahorro
2000133,John Doe,10000,35,-1
2000147,Charlie Green,10000,150,hipoteca
2000145,Bob Johnson,12000,35,hipoteca
2000104,Diana Prince,,30,ahorro
2000115,Diana Prince,,,hipoteca
2000144,Bob Johnson,12000,35,-1
2000101,Charlie Green,12000,35,hipoteca
2000134,Charlie Green,12000,30,-1
2000121,Bob Johnson,7000,30,hipoteca
2000114,Steve Rogers,7000,100,ahorro
2000145,Diana Prince,12000,35,prestamo
2000147,Steve Rogers,8000,30,ahorro
2000117,Alice Brown,5000,25,-1
2000131,Charlie Green,10000,,-1
2000115,Bob Johnson,8000,45,hipoteca
2000109,Jane Smith,5000,100,hipoteca
2000126,Alice Brown,8000,30,-1
2000143,Bob Johnson,10000,30,ahorro
2000114,Diana Prince,,,prestamo
2000139,Steve Rogers,,,ahorro
2000149,Bob Johnson,12000,45,-1
2000119,Steve Rogers,5000,,hipoteca
2000104,Steve Rogers,,45,-1
2000128,John Doe,8000,150,prestamo
2000120,Steve Rogers,7000,30,ahorro
2000110,Steve Rogers,10000,25,hipoteca
2000116,John Doe,12000,,unknown
2000133,Steve Rogers,,150,ahorro
2000135,Bob Johnson,7000,40,-1
2000142,Jane Smith,8000,40,unknown
2000134,Bob Johnson,10000,30,hipoteca
2000118,Charlie Green,12000,150,prestamo
2000134,Alice Brown,,45,-1
2000120,Charlie Green,7000,150,prestamo
2000132,Alice Brown,12000,,ahorro
2000126,Alice Brown,5000,40,prestamo
2000143,Alice Brown,,35,prestamo
2000104,Steve Rogers,,40,-1
2000141,Jane Smith,,40,prestamo
2000106,Alice Brown,5000,45,-1
2000105,Steve Rogers,10000,35,prestamo
2000150,Bob Johnson,12000,100,ahorro
2000133,Steve Rogers,10000,45,prestamo
2000149,Charlie Green,12000,25,-1
2000112,Diana Prince,10000,,-1
2000142,Bob Johnson,,100,hipoteca
2000106,Unknown,8000,25,hipoteca
2000131,Steve Rogers,,30,-1
2000102,John Doe,12000,,-1
2000105,Alice Brown,8000,25,prestamo
2000137,Alice Brown,,25,-1
2000143,Unknown,7000,,ahorro
2000141,Jane Smith,8000,30,prestamo
2000140,Steve Rogers,5000,150,prestamo
2000124,Jane Smith,12000,45,-1
2000143,Alice Brown,8000,40,ahorro
2000110,Alice Brown,5000,25,hipoteca
2000129,Jane Smith,10000,25,prestamo
2000118,John Doe,12000,,hipoteca
2000142,Jane Smith,8000,100,hipoteca
2000114,Diana Prince,5000,25,-1
2000104,Jane Smith,,25,unknown
2000130,Steve Rogers,,35,-1
2000139,Alice Brown,12000,35,unknown
2000150,Bob Johnson,10000,35,hipoteca
2000120,Jane Smith,,40,ahorro
2000119,Unknown,5000,,ahorro
2000128,Alice Brown,5000,40,-1
2000146,Charlie Green,7000,40,ahorro
2000125,John Doe,,40,ahorro
2000108,Alice Brown,8000,35,hipoteca
2000140,Diana Prince,7000,150,-1
2000150,Steve Rogers,7000,30,hipoteca
2000138,Unknown,8000,,prestamo
2000113,Diana Prince,8000,40,-1
2000115,Bob Johnson,8000,45,hipoteca
2000139,Jane Smith,,30,-1
2000147,John Doe,8000,40,unknown
2000109,John Doe,,30,ahorro
2000106,Bob Johnson,7000,100,-1
2000140,Bob Johnson,,150,ahorro
2000137,Diana Prince,8000,,-1
2000133,Steve Rogers,10000,25,prestamo
2000127,John Doe,8000,150,prestamo
2000116,Bob Johnson,12000,,prestamo
2000107,Jane Smith,,,hipoteca
2000117,John Doe,,100,ahorro
2000118,John Doe,,100,hipoteca
2000129,Alice Brown,5000,,ahorro
2000135,Unknown,10000,45,ahorro
2000116,Charlie Green,12000,,ahorro
2000107,Diana Prince,10000,,-1
2000105,Alice Brown,5000,45,-1
2000120,Jane Smith,7000,45,hipoteca
2000149,John Doe,10000,25,ahorro
2000137,Steve Rogers,7000,35,-1
2000138,John Doe,7000,100,ahorro
2000142,Bob Johnson,8000,35,-1
2000136,Alice Brown,,45,-1
2000104,Diana Prince,8000,30,-1
2000138,Charlie Green,7000,,hipoteca
2000123,Bob Johnson,12000,40,hipoteca
2000144,Alice Brown,10000,45,ahorro
2000149,Alice Brown,10000,,prestamo
2000148,Bob Johnson,7000,30,ahorro
2000109,Diana Prince,,30,ahorro
2000116,Diana Prince,5000,45,-1
2000119,John Doe,8000,100,hipoteca
2000139,John Doe,10000,35,ahorro
2000107,Steve Rogers,10000,25,prestamo
2000113,John Doe,8000,45,prestamo
2000114,Alice Brown,5000,,ahorro
2000127,Alice Brown,,,-1
2000116,John Doe,10000,,-1
2000142,Bob Johnson,7000,25,ahorro
2000135,John Doe,12000,40,prestamo
2000125,Diana Prince,5000,45,unknown
2000106,Charlie Green,8000,25,prestamo
2000121,Alice Brown,8000,45,ahorro
2000138,John Doe,10000,30,unknown
2000150,Charlie Green,12000,40,prestamo
2000140,Jane Smith,7000,25,prestamo
2000148,Diana Prince,10000,25,prestamo
2000148,Steve Rogers,,,prestamo
2000141,Bob Johnson,10000,100,ahorro
2000105,John Doe,,35,ahorro
2000105,Diana Prince,,100,prestamo
2000103,Unknown,7000,40,-1
2000148,Steve Rogers,5000,150,-1
2000109,Diana Prince,7000,25,-1
2000111,Alice Brown,5000,45,prestamo
2000113,Bob Johnson,5000,35,prestamo
2000142,Jane Smith,10000,25,prestamo
2000148,Steve Rogers,7000,,ahorro
2000144,Jane Smith,7000,25,-1
2000103,Bob Johnson,,100,-1
2000114,Alice Brown,8000,150,prestamo
2000129,Steve Rogers,5000,,prestamo
2000123,Steve Rogers,12000,,hipoteca
2000107,Jane Smith,10000,,prestamo
2000134,Steve Rogers,,35,-1
2000113,Diana Prince,10000,,hipoteca
2000116,Steve Rogers,7000,40,hipoteca
2000127,Diana Prince,5000,100,ahorro
2000125,Diana Prince,,,prestamo
2000129,Unknown,10000,35,prestamo
2000105,Jane Smith,12000,45,hipoteca
2000114,Alice Brown,7000,35,ahorro
2000145,Diana Prince,7000,45,prestamo
2000106,Bob Johnson,5000,35,-1
2000121,John Doe,12000,45,hipoteca
2000134,Steve Rogers,8000,,hipoteca
2000131,Bob Johnson,10000,,prestamo
2000131,John Doe,10000,100,unknown
2000129,Alice Brown,,30,prestamo
2000111,Steve Rogers,10000,30,ahorro
2000139,Jane Smith,8000,45,hipoteca
2000125,Jane Smith,5000,,ahorro
2000124,Diana Prince,10000,45,unknown
2000119,Unknown,5000,40,prestamo
2000144,John Doe,,25,hipoteca
2000146,Bob Johnson,5000,40,hipoteca
2000114,Alice Brown,7000,25,-1
2000113,Bob Johnson,12000,,hipoteca
2000127,Charlie Green,7000,150,-1
2000124,John Doe,12000,,-1
2000139,Jane Smith,10000,,hipoteca
2000108,Steve Rogers,5000,30,-1
2000136,John Doe,8000,35,-1
2000129,Steve Rogers,10000,45,hipoteca
2000123,John Doe,7000,40,unknown
2000103,John Doe,7000,150,ahorro
2000140,Bob Johnson,,40,unknown
2000129,John Doe,,40,prestamo
2000102,Charlie Green,10000,35,prestamo
2000142,Charlie Green,12000,,hipoteca
2000110,Bob Johnson,5000,45,-1
2000149,Bob Johnson,8000,25,hipoteca
2000142,Alice Brown,12000,,-1
2000130,Unknown,12000,100,ahorro
2000111,Steve Rogers,,,-1
2000107,John Doe,,35,-1
2000144,John Doe,10000,,unknown
2000142,Alice Brown,10000,25,ahorro
2000111,John Doe,,45,prestamo
2000105,Alice Brown,10000,25,prestamo
2000125,Alice Brown,10000,100,ahorro
2000125,Diana Prince,5000,35,prestamo
2000122,Charlie Green,8000,25,-1
2000137,Diana Prince,,100,prestamo
2000123,John Doe,7000,25,prestamo
2000138,Steve Rogers,,40,prestamo
2000137,Alice Brown,7000,40,ahorro
2000123,Unknown,10000,100,ahorro
2000122,Alice Brown,5000,,ahorro
2000139,Charlie Green,,25,hipoteca
2000110,Diana Prince,8000,40,-1
2000137,Jane Smith,8000,100,ahorro
2000139,Charlie Green,7000,150,prestamo
2000132,Charlie Green,5000,100,ahorro
2000143,Steve Rogers,8000,40,prestamo
2000144,Alice Brown,7000,,prestamo
2000148,Alice Brown,8000,100,-1
2000106,Diana Prince,7000,30,-1
2000137,Charlie Green,5000,40,hipoteca
2000106,Charlie Green,,35,hipoteca
2000118,Jane Smith,12000,35,ahorro
2000107,Jane Smith,,40,prestamo
2000143,Bob Johnson,12000,45,-1
2000140,Diana Prince,5000,100,prestamo
2000114,Bob Johnson,7000,,ahorro
2000109,Diana Prince,7000,25,-1
2000132,Unknown,5000,35,hipoteca
2000110,Steve Rogers,,25,hipoteca
2000139,Diana Prince,12000,100,unknown
2000150,Diana Prince,8000,,-1
2000102,Charlie Green,,30,ahorro
2000145,Steve Rogers,12000,30,ahorro
2000107,Jane Smith,,100,hipoteca
2000144,Charlie Green,8000,25,-1
2000116,Steve Rogers,,40,-1
2000135,Bob Johnson,,40,hipoteca
2000139,Charlie Green,10000,,-1
2000138,Bob Johnson,8000,,-1
2000142,Unknown,7000,45,hipoteca
2000123,Jane Smith,8000,40,unknown
2000127,Jane Smith,8000,100,ahorro
2000145,Bob Johnson,12000,25,-1
2000128,Jane Smith,,45,hipoteca
2000133,John Doe,12000,,prestamo
2000145,Jane Smith,7000,100,-1
2000145,Charlie Green,10000,30,unknown
2000124,Steve Rogers,10000,100,hipoteca
2000140,Charlie Green,,35,hipoteca
2000114,Bob Johnson,,,prestamo
2000101,Bob Johnson,8000,,ahorro
2000128,Jane Smith,8000,25,-1
2000128,Diana Prince,8000,40,ahorro
2000111,Jane Smith,7000,,ahorro
2000145,Steve Rogers,12000,100,ahorro
2000114,Steve Rogers,5000,,-1
2000119,John Doe,12000,35,-1
2000101,Bob Johnson,12000,100,hipoteca
2000107,Unknown,10000,30,-1
2000105,Steve Rogers,,35,hipoteca
2000104,John Doe,,45,ahorro
2000122,Bob Johnson,10000,,ahorro
2000128,Steve Rogers,8000,100,ahorro
2000117,Jane Smith,,25,-1
2000135,Alice Brown,8000,100,ahorro
2000149,Alice Brown,,35,ahorro
2000121,Jane Smith,12000,40,hipoteca
2000125,Bob Johnson,10000,30,-1
2000126,John Doe,10000,100,prestamo
2000138,Bob Johnson,,35,prestamo
2000149,Bob Johnson,5000,45,ahorro
2000134,Diana Prince,12000,40,prestamo
2000102,Jane Smith,12000,,hipoteca
2000120,Diana Prince,12000,45,-1
2000101,Bob Johnson,10000,35,-1
2000121,Alice Brown,5000,,-1
2000127,Bob Johnson,,,prestamo
2000140,Charlie Green,8000,30,prestamo
2000122,Unknown,10000,30,ahorro
2000136,John Doe,10000,35,prestamo
2000102,Alice Brown,5000,35,hipoteca
2000117,Unknown,5000,45,ahorro
2000128,Unknown,10000,30,prestamo
2000123,Alice Brown,7000,35,ahorro
2000108,John Doe,,,-1
2000134,John Doe,5000,45,-1
2000105,Alice Brown,,30,ahorro
2000138,Diana Prince,10000,30,-1
2000113,Bob Johnson,5000,100,hipoteca
2000134,Steve Rogers,5000,,prestamo
2000147,Steve Rogers,10000,150,-1
2000149,Steve Rogers,7000,25,ahorro
2000124,Unknown,12000,35,hipoteca
2000149,Alice Brown,10000,100,prestamo
2000106,Unknown,8000,25,ahorro
2000131,Charlie Green,,25,ahorro
2000111,Alice Brown,8000,,-1
2000129,Steve Rogers,5000,35,prestamo
2000121,Charlie Green,,45,prestamo
2000113,Diana Prince,5000,35,ahorro
2000135,Diana Prince,8000,40,prestamo
2000129,Steve Rogers,10000,,prestamo
2000116,John Doe,7000,30,hipoteca
2000147,Diana Prince,8000,45,hipoteca
2000106,Diana Prince,10000,35,ahorro
2000122,Diana Prince,10000,35,ahorro
2000106,John Doe,5000,25,-1
2000114,Diana Prince,12000,40,hipoteca
2000133,Jane Smith,12000,25,prestamo
2000102,Diana Prince,12000,30,hipoteca
2000108,Diana Prince,5000,25,unknown
2000120,Steve Rogers,5000,40,hipoteca
2000104,John Doe,7000,100,prestamo
2000107,Steve Rogers,5000,25,hipoteca
2000117,Bob Johnson,5000,100,prestamo
2000141,Jane Smith,12000,100,prestamo
2000115,Alice Brown,12000,150,prestamo
2000103,Bob Johnson,7000,30,ahorro
2000107,Diana Prince,8000,25,hipoteca
2000113,Steve Rogers,8000,25,-1
2000101,Bob Johnson,,100,prestamo
2000138,Charlie Green,12000,,hipoteca
2000128,Diana Prince,7000,35,prestamo
2000146,Steve Rogers,10000,,-1
2000109,Bob Johnson,10000,,-1
2000108,John Doe,8000,25,prestamo
2000135,Jane Smith,12000,30,unknown
2000108,Jane Smith,5000,35,prestamo
2000142,Bob Johnson,,100,prestamo
2000102,Steve Rogers,7000,40,-1
2000110,Steve Rogers,7000,30,ahorro
2000110,Unknown,10000,,-1
2000114,Unknown,8000,35,ahorro
2000132,John Doe,12000,45,prestamo
2000145,Diana Prince,8000,100,-1
2000108,Diana Prince,7000,30,-1
2000104,Bob Johnson,10000,25,prestamo
2000111,Charlie Green,10000,100,hipoteca
2000125,John Doe,7000,25,prestamo
2000136,Alice Brown,8000,35,hipoteca
2000147,Bob Johnson,5000,,-1
2000116,Steve Rogers,10000,100,hipoteca
2000106,Alice Brown,8000,40,prestamo
2000111,Jane Smith,,,prestamo
2000143,Jane Smith,10000,40,-1
2000123,Diana Prince,,25,ahorro
2000127,Steve Rogers,12000,25,-1
2000137,Diana Prince,10000,,hipoteca
2000121,John Doe,7000,25,-1
2000106,Steve Rogers,,35,ahorro
2000146,Diana Prince,10000,30,-1
2000105,John Doe,,30,-1
2000109,John Doe,7000,40,prestamo
2000142,Alice Brown,8000,25,-1
2000114,Jane Smith,,150,hipoteca
2000126,Diana Prince,5000,45,-1
2000113,Diana Prince,5000,25,-1
2000118,Steve Rogers,,45,ahorro
2000119,Jane Smith,,35,prestamo
2000138,Steve Rogers,5000,,hipoteca
2000135,Alice Brown,,45,prestamo
2000112,Steve Rogers,,40,prestamo
2000115,John Doe,8000,100,-1
2000125,Bob Johnson,7000,150,prestamo
2000131,Bob Johnson,10000,150,-1
2000122,John Doe,12000,100,hipoteca
2000130,Steve Rogers,5000,30,ahorro
2000126,John Doe,10000,,-1
2000106,John Doe,12000,35,prestamo
2000139,Alice Brown,7000,35,unknown
2000136,Bob Johnson,,,hipoteca
2000136,Steve Rogers,,40,-1
2000122,Bob Johnson,10000,40,ahorro
2000101,Jane Smith,10000,30,hipoteca
2000147,Steve Rogers,12000,,-1
2000128,John Doe,5000,30,prestamo
2000142,Charlie Green,7000,,prestamo
2000143,Jane Smith,10000,25,-1
2000119,John Doe,5000,35,prestamo
2000111,John Doe,12000,100,-1
2000108,Alice Brown,5000,45,ahorro
2000121,Alice Brown,8000,30,-1
2000107,John Doe,,45,-1
2000125,Alice Brown,,30,prestamo
2000124,Jane Smith,10000,45,prestamo
2000123,Diana Prince,10000,25,ahorro
2000116,Diana Prince,10000,25,-1
2000146,Unknown,12000,25,hipoteca
2000122,Jane Smith,,35,hipoteca
2000101,Jane Smith,12000,40,-1
2000103,Bob Johnson,7000,,prestamo
2000111,John Doe,12000,100,prestamo
2000121,Bob Johnson,,100,prestamo
2000115,Alice Brown,8000,40,hipoteca
2000135,Bob Johnson,10000,30,prestamo
2000114,Diana Prince,8000,30,-1
2000149,Steve Rogers,8000,25,prestamo
2000108,Diana Prince,10000,35,ahorro
2000141,Steve Rogers,,40,-1
2000129,Steve Rogers,7000,30,-1
2000108,Jane Smith,8000,25,-1
2000115,Charlie Green,5000,35,prestamo
2000142,Diana Prince,8000,,prestamo
2000150,Bob Johnson,8000,25,hipoteca
2000113,Jane Smith,8000,45,hipoteca
2000101,Bob Johnson,12000,30,hipoteca
2000105,Alice Brown,8000,35,-1
2000127,Charlie Green,8000,100,hipoteca
2000149,Bob Johnson,10000,25,-1
2000134,Diana Prince,,45,hipoteca
2000110,Charlie Green,10000,25,prestamo
2000148,Charlie Green,12000,100,ahorro
2000115,Bob Johnson,,30,prestamo
2000135,John Doe,10000,100,hipoteca
2000140,John Doe,7000,30,prestamo
2000113,Jane Smith,8000,35,-1
2000108,Jane Smith,,35,ahorro
2000130,Steve Rogers,12000,45,hipoteca
2000122,Alice Brown,5000,30,ahorro
2000144,John Doe,7000,45,ahorro
2000132,Unknown,5000,,-1
2000108,Charlie Green,8000,,prestamo
2000132,Bob Johnson,5000,25,ahorro
2000130,John Doe,12000,30,unknown
2000104,Bob Johnson,,,prestamo
2000102,Alice Brown,12000,30,-1
2000129,Bob Johnson,7000,,ahorro
2000141,Alice Brown,8000,25,prestamo
2000128,John Doe,12000,40,ahorro
2000122,Steve Rogers,10000,40,ahorro
2000123,Charlie Green,,,prestamo
2000104,Steve Rogers,5000,25,hipoteca
2000107,Diana Prince,5000,45,unknown
2000128,Diana Prince,8000,35,ahorro
2000113,Alice Brown,8000,35,hipoteca
2000117,Alice Brown,,45,hipoteca
2000129,Jane Smith,,30,-1
2000133,John Doe,7000,150,-1
2000113,Jane Smith,,25,prestamo
2000104,Alice Brown,7000,45,hipoteca
2000123,Alice Brown,,25,hipoteca
2000109,Alice Brown,12000,40,hipoteca
2000129,Alice Brown,5000,45,ahorro
2000146,Charlie Green,12000,100,hipoteca
2000141,Bob Johnson,5000,40,prestamo
2000127,Diana Prince,8000,35,-1
2000116,Diana Prince,7000,100,ahorro
2000126,Charlie Green,7000,100,hipoteca
2000135,Alice Brown,7000,,-1
2000111,John Doe,10000,35,hipoteca
2000119,John Doe,10000,100,-1
2000123,Bob Johnson,5000,45,ahorro
2000129,Unknown,7000,35,-1
2000105,Steve Rogers,10000,35,ahorro
2000116,Alice Brown,10000,30,-1
2000101,Charlie Green,8000,100,prestamo
2000117,Diana Prince,12000,30,prestamo
2000106,John Doe,5000,35,ahorro
2000139,Charlie Green,,25,-1
2000114,Steve Rogers,,100,prestamo
2000134,Bob Johnson,10000,35,hipoteca
3000137,Bob Johnson,7000,,prestamo
3000114,Unknown,,30,-1
3000133,Alice Brown,12000,100,hipoteca
3000106,Jane Smith,12000,40,prestamo
3000122,Bob Johnson,7000,40,hipoteca
3000108,Jane Smith,12000,100,prestamo
3000124,Bob Johnson,12000,35,hipoteca
3000138,Steve Rogers,10000,25,-1
3000113,Charlie Green,,35,hipoteca
3000133,Steve Rogers,12000,40,prestamo
3000102,Alice Brown,12000,45,-1
3000130,Diana Prince,12000,45,hipoteca
3000137,Steve Rogers,12000,30,ahorro
3000145,Charlie Green,8000,150,ahorro
3000127,Bob Johnson,5000,30,ahorro
3000117,Steve Rogers,12000,100,ahorro
3000128,Diana Prince,7000,100,prestamo
3000147,Alice Brown,8000,100,hipoteca
3000148,John Doe,7000,,prestamo
3000142,Steve Rogers,5000,,-1
3000109,Charlie Green,7000,45,hipoteca
3000103,Jane Smith,8000,30,-1
3000110,Unknown,5000,35,-1
3000111,Diana Prince,10000,,hipoteca
3000136,Charlie Green,8000,100,-1
3000146,Steve Rogers,,30,ahorro
3000134,Charlie Green,8000,150,-1
3000113,Alice Brown,10000,45,prestamo
3000107,Alice Brown,,25,prestamo
3000111,Diana Prince,5000,30,prestamo
3000103,Jane Smith,7000,40,unknown
3000110,Jane Smith,8000,100,ahorro
3000116,Diana Prince,,,prestamo
3000105,Diana Prince,10000,25,prestamo
3000141,Unknown,7000,,ahorro
3000120,John Doe,,,-1
3000143,Steve Rogers,12000,30,ahorro
3000140,John Doe,,45,-1
3000107,Diana Prince,,25,ahorro
3000133,Alice Brown,10000,45,hipoteca
3000136,Steve Rogers,5000,40,hipoteca
3000150,Charlie Green,,40,hipoteca
3000137,Steve Rogers,,35,prestamo
3000126,Jane Smith,5000,25,-1
3000133,Diana Prince,8000,40,prestamo
3000126,Bob Johnson,12000,35,prestamo
3000104,Steve Rogers,8000,45,-1
3000143,Charlie Green,,150,hipoteca
3000133,Steve Rogers,,100,-1
3000121,Alice Brown,12000,100,-1
3000118,John Doe,8000,40,prestamo
3000104,Jane Smith,12000,150,ahorro
3000127,John Doe,5000,100,hipoteca
3000108,John Doe,8000,45,prestamo
3000123,Diana Prince,7000,,hipoteca
3000138,Alice Brown,5000,,-1
3000121,Steve Rogers,8000,,hipoteca
3000107,Charlie Green,10000,150,hipoteca
3000119,John Doe,10000,100,-1
3000122,Jane Smith,12000,25,prestamo
3000132,Jane Smith,10000,100,hipoteca
3000137,Bob Johnson,8000,,ahorro
3000139,Bob Johnson,,35,prestamo
3000102,Alice Brown,8000,,ahorro
3000133,Steve Rogers,10000,25,hipoteca
3000141,Bob Johnson,,,ahorro
3000140,Bob Johnson,8000,40,-1
3000126,Alice Brown,12000,,prestamo
3000110,Charlie Green,7000,45,hipoteca
3000123,John Doe,12000,100,prestamo
3000140,Steve Rogers,7000,40,ahorro
3000128,Jane Smith,8000,35,ahorro
3000107,Diana Prince,,25,-1
3000107,Unknown,5000,,ahorro
3000120,Bob Johnson,,40,-1
3000111,Charlie Green,12000,40,-1
3000106,Steve Rogers,7000,40,hipoteca
3000120,Unknown,,40,prestamo
3000132,Unknown,10000,30,hipoteca
3000137,Alice Brown,8000,100,hipoteca
3000119,Bob Johnson,10000,25,-1
3000136,Charlie Green,10000,35,-1
3000130,Charlie Green,,25,-1
3000137,John Doe,,40,-1
3000102,Bob Johnson,8000,45,-1
3000114,Charlie Green,10000,,-1
3000112,Steve Rogers,10000,,ahorro
3000140,Jane Smith,,35,-1
3000110,Charlie Green,7000,25,-1
3000105,Jane Smith,8000,40,prestamo
3000111,John Doe,5000,35,hipoteca
3000134,Alice Brown,10000,30,prestamo
3000149,Bob Johnson,8000,,ahorro
3000124,Bob Johnson,10000,25,prestamo
3000147,Alice Brown,12000,40,ahorro
3000122,Bob Johnson,,100,-1
3000102,Jane Smith,7000,,prestamo
3000138,John Doe,12000,150,prestamo
3000121,Steve Rogers,5000,35,prestamo
3000139,Alice Brown,5000,100,unknown
3000136,Alice Brown,10000,,ahorro
3000103,Charlie Green,8000,30,-1
3000147,Bob Johnson,7000,100,hipoteca
3000127,Alice Brown,7000,,-1
3000149,Alice Brown,10000,25,-1
3000115,Charlie Green,8000,45,-1
3000131,Steve Rogers,8000,150,-1
3000148,Bob Johnson,,30,unknown
3000106,Unknown,7000,30,ahorro
3000120,Jane Smith,5000,40,hipoteca
3000108,Jane Smith,10000,100,ahorro
3000130,Steve Rogers,5000,45,prestamo
3000113,Jane Smith,10000,,unknown
3000135,Charlie Green,12000,150,-1
3000150,Steve Rogers,,,hipoteca
3000123,Diana Prince,,30,ahorro
3000146,Jane Smith,12000,100,hipoteca
3000105,Steve Rogers,8000,25,-1
3000127,Diana Prince,,150,-1
